h1_x1,h1_y1,h1_z1,h1_x2,h1_y2,h1_z2,h1_x3,h1_y3,h1_z3,h1_x4,h1_y4,h1_z4,h1_x5,h1_y5,h1_z5,h1_x6,h1_y6,h1_z6,h1_x7,h1_y7,h1_z7,h1_x8,h1_y8,h1_z8,h1_x9,h1_y9,h1_z9,h1_x10,h1_y10,h1_z10,h1_x11,h1_y11,h1_z11,h1_x12,h1_y12,h1_z12,h1_x13,h1_y13,h1_z13,h1_x14,h1_y14,h1_z14,h1_x15,h1_y15,h1_z15,h1_x16,h1_y16,h1_z16,h1_x17,h1_y17,h1_z17,h1_x18,h1_y18,h1_z18,h1_x19,h1_y19,h1_z19,h1_x20,h1_y20,h1_z20,h1_x21,h1_y21,h1_z21,h2_x1,h2_y1,h2_z1,h2_x2,h2_y2,h2_z2,h2_x3,h2_y3,h2_z3,h2_x4,h2_y4,h2_z4,h2_x5,h2_y5,h2_z5,h2_x6,h2_y6,h2_z6,h2_x7,h2_y7,h2_z7,h2_x8,h2_y8,h2_z8,h2_x9,h2_y9,h2_z9,h2_x10,h2_y10,h2_z10,h2_x11,h2_y11,h2_z11,h2_x12,h2_y12,h2_z12,h2_x13,h2_y13,h2_z13,h2_x14,h2_y14,h2_z14,h2_x15,h2_y15,h2_z15,h2_x16,h2_y16,h2_z16,h2_x17,h2_y17,h2_z17,h2_x18,h2_y18,h2_z18,h2_x19,h2_y19,h2_z19,h2_x20,h2_y20,h2_z20,h2_x21,h2_y21,h2_z21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4217945337295532,0.582928478717804,1.1052220116880562e-07,0.42110326886177063,0.6081629395484924,0.0029247102793306112,0.43210339546203613,0.6287440657615662,0.0019026355585083365,0.4456097483634949,0.6402217149734497,0.0002675933646969497,0.4567842185497284,0.6458714604377747,-0.002383560873568058,0.4394003748893738,0.6324804425239563,-0.008354637771844864,0.457033634185791,0.6575999855995178,-0.012607020325958729,0.46500033140182495,0.6689462661743164,-0.014110030606389046,0.47162437438964844,0.6772224307060242,-0.014626951888203621,0.45015981793403625,0.6225946545600891,-0.012872694060206413,0.4695591926574707,0.651894211769104,-0.0163494311273098,0.47979965806007385,0.6659825444221497,-0.017307540401816368,0.48754990100860596,0.676453173160553,-0.01799396239221096,0.4593964219093323,0.6102762222290039,-0.016630612313747406,0.4770835041999817,0.6402158737182617,-0.019368046894669533,0.4858796298503876,0.6561327576637268,-0.020551055669784546,0.4913088083267212,0.6679961681365967,-0.021772556006908417,0.4675367772579193,0.5965334177017212,-0.019707443192601204,0.4816665053367615,0.6170555949211121,-0.02218824438750744,0.4893556237220764,0.6307457685470581,-0.022095710039138794,0.4951395094394684,0.6428349614143372,-0.022069649770855904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4161689877510071,0.5793935656547546,1.4557677729953866e-07,0.41868045926094055,0.6028853058815002,0.0044244262389838696,0.4303891062736511,0.6233793497085571,0.005147864576429129,0.4437064528465271,0.6338860988616943,0.004697206895798445,0.4555046856403351,0.6396273970603943,0.0034313341602683067,0.43698009848594666,0.6272156834602356,-0.0026245617773383856,0.45287078619003296,0.6522859334945679,-0.0060511184856295586,0.4619176983833313,0.6660478711128235,-0.007731258869171143,0.46989792585372925,0.6765149235725403,-0.008465125225484371,0.4475104808807373,0.6191121935844421,-0.0078777140006423,0.46538281440734863,0.6473754644393921,-0.010866287164390087,0.47686508297920227,0.6625853776931763,-0.012639563530683517,0.4862109422683716,0.6748377084732056,-0.013778089545667171,0.4569641947746277,0.6084936261177063,-0.012549697421491146,0.47317367792129517,0.637127697467804,-0.015123264864087105,0.48261237144470215,0.6537337899208069,-0.01709934137761593,0.48948585987091064,0.6670694351196289,-0.018626170232892036,0.4662820100784302,0.5957444310188293,-0.016533400863409042,0.47962239384651184,0.6159029006958008,-0.019123949110507965,0.4875202775001526,0.6297208070755005,-0.019599536433815956,0.49391400814056396,0.6425230503082275,-0.01977575570344925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41627806425094604,0.5767125487327576,1.7913846761530294e-07,0.41652894020080566,0.6018753051757812,0.0024021717254072428,0.42779648303985596,0.6225759983062744,0.0022032044362276793,0.4410051703453064,0.6332988142967224,0.0014482414117082953,0.4522714614868164,0.6397234797477722,-0.00024302236852236092,0.43675732612609863,0.626905083656311,-0.006244029384106398,0.4521273076534271,0.6529667377471924,-0.010199053213000298,0.46010109782218933,0.6663913726806641,-0.011968039907515049,0.4673716723918915,0.6768712997436523,-0.012738571502268314,0.4479369819164276,0.6174921989440918,-0.010206572711467743,0.46548178791999817,0.6461144089698792,-0.01358880940824747,0.47634467482566833,0.6615923643112183,-0.01561447698622942,0.4854245185852051,0.6739228367805481,-0.017064036801457405,0.4569912254810333,0.6057317852973938,-0.01355660054832697,0.4733303189277649,0.6340197920799255,-0.016560375690460205,0.4833349883556366,0.6511080265045166,-0.01934841461479664,0.49077990651130676,0.6645169854164124,-0.021559519693255424,0.4646088480949402,0.5926230549812317,-0.016262615099549294,0.478338360786438,0.6130015850067139,-0.019440608099102974,0.4863373339176178,0.6271868944168091,-0.020620759576559067,0.49283283948898315,0.6400582194328308,-0.021342292428016663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41735464334487915,0.5706202387809753,1.720167261964889e-07,0.41256242990493774,0.5960291028022766,0.0004991072346456349,0.420893132686615,0.6181375980377197,-0.00010277939145453274,0.4326905608177185,0.6320781707763672,-0.0009623428923077881,0.44318222999572754,0.6407229900360107,-0.0025323929730802774,0.4343084692955017,0.6230982542037964,-0.007133801933377981,0.4505895972251892,0.649772047996521,-0.011444590985774994,0.4589498043060303,0.6641095876693726,-0.013496970757842064,0.4659762680530548,0.6750348210334778,-0.014503021724522114,0.4464021325111389,0.6138989329338074,-0.010379872284829617,0.4649283289909363,0.6427274942398071,-0.014297298155725002,0.47643977403640747,0.6589261889457703,-0.0168716162443161,0.4854510724544525,0.67172771692276,-0.018670296296477318,0.4556780159473419,0.6025434732437134,-0.01322130486369133,0.4715561866760254,0.6316064596176147,-0.01680535450577736,0.4812026023864746,0.6493667960166931,-0.020021241158246994,0.4879416525363922,0.6631936430931091,-0.02241443656384945,0.4633024036884308,0.5902271866798401,-0.015625646337866783,0.4771268665790558,0.6103891730308533,-0.019586242735385895,0.48543524742126465,0.6242223978042603,-0.021394001320004463,0.4918445646762848,0.63663250207901,-0.022404856979846954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41441699862480164,0.5661603212356567,1.605800861170792e-07,0.41005939245224,0.5901064872741699,0.00043409556383267045,0.4187774062156677,0.6121325492858887,-0.0007679367554374039,0.4301033616065979,0.6266696453094482,-0.0022495544981211424,0.4403913617134094,0.6363344788551331,-0.004637808073312044,0.4315660297870636,0.6190001368522644,-0.00951311644166708,0.4474029242992401,0.6466009020805359,-0.014781174249947071,0.4558812975883484,0.6616543531417847,-0.01717717945575714,0.4629174470901489,0.6731664538383484,-0.018344586715102196,0.44364622235298157,0.6112633943557739,-0.013090097345411777,0.4617467224597931,0.6412845849990845,-0.017802441492676735,0.47298720479011536,0.6577574014663696,-0.020295068621635437,0.48167622089385986,0.670717179775238,-0.02187996171414852,0.4537525177001953,0.6006210446357727,-0.01614462025463581,0.4705485999584198,0.6309323310852051,-0.020136037841439247,0.4806346893310547,0.6485416889190674,-0.02312299981713295,0.48772674798965454,0.6623333096504211,-0.02534620836377144,0.4622248411178589,0.5877933502197266,-0.018746860325336456,0.47676602005958557,0.6089547276496887,-0.023032041266560555,0.48538896441459656,0.6233720183372498,-0.024825463071465492,0.4920712411403656,0.6364346146583557,-0.025785164907574654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
